"Product Name","ASIN","Ownership Type","Ownership Subtype"
"Who Is Rich?: A Novel","B0735KF7SS","Not Interested","RC"
"The Vegetable Butcher: How to Select, Prep, Slice, Dice, and Masterfully Cook Vegetables from Artichokes to Zucchini","B00U0OBRS0","Item Owner","PublicLibraryLending"
"I'm Just a Person","B015MNHTN0","Item Owner","PublicLibraryLending"
"Janesville: An American Story (A Business Award-Winner)","B01MT2X3AD","Item Owner","PublicLibraryLending"
"All the Light We Cannot See: A Novel","B00DPM7TIG","Item Owner","PublicLibraryLending"
"So Sad Today: Personal Essays","B011J4H1NO","Item Owner","PublicLibraryLending"
"A Spy's Guide to Thinking (Kindle Single)","B00XZCYHRW","Item Owner","KindleUnlimited"
"A Man Called Ove: A Novel","B00GEEB730","Item Owner","PublicLibraryLending"
"Now I Know: The Revealing Stories Behind the World's Most Interesting Facts (Now I Know Series)","B00ESIQJTQ","Item Owner","KindleUnlimited"
"Pete Magill's 25 Keys to Running a Faster 5K","B01NCY6F1M","Item Owner","KindleUnlimited"
"Chasing the Dragon: Running to Get High","B00E8RDFOE","Item Owner","KindleUnlimited"
"Between Two Worlds: Discovering New Realms of Goalie Development","B019HB3YZU","Item Owner","KindleUnlimited"
"The Passage: A Novel (Book One of The Passage Trilogy)","B003F3PM7A","Item Owner","PublicLibraryLending"
"Wolf in White Van: A Novel","B00IWVELRC","Item Owner","PublicLibraryLending"
"The Sage Running Secret: A Guide to Speedy Ultras: How to run faster on any surface at any distance","B010J003F2","Item Owner","KindleUnlimited"
"Reinvent Yourself","B01NAM6W70","Item Owner","KindleUnlimited"
"Hillbilly Elegy: A Memoir of a Family and Culture in Crisis","B0166ISAS8","Item Owner","PublicLibraryLending"
"The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel","B01A4ATV0A","Item Owner","PublicLibraryLending"
"Bartleby, the Scrivener A Story of Wall-Street","B000JML2Z6","Item Owner","Purchase"
"Seveneves: A Novel","B00LZWV8JO","Item Owner","PublicLibraryLending"
"The Sixth Extinction: An Unnatural History","B00EGJE4G2","Item Owner","PublicLibraryLending"
"The Best American Series: 14 Short Stories & Essays","B017RLXECU","Not Interested","RC"
"The Secret History: A Novel (Vintage Contemporaries)","B005PRJT9Q","Item Owner","PublicLibraryLending"
"Just Mercy: A Story of Justice and Redemption (One World Essentials)","B00JYWVYLY","Item Owner","PublicLibraryLending"
"Year of No Sugar: A Memoir","B00IT6C2SU","Item Owner","PublicLibraryLending"
"Piano Adventures: Performance Book Primer Level - 2nd Edition | Beginner Piano Sheet Music for Kids | Educational Piano Songbook for Young Learners | Early Piano Method for Children and Students","1616770775","Item Owner","Purchase"
"Piano Adventures: Theory Book - Primer Level, 2nd Edition | Beginner Piano Theory Workbook | Faber Piano Book with Music Note Reading and Rhythm Practice | Piano Sheet Music Book for Ear Training","1616770767","Item Owner","Purchase"
"Piano Adventures: Lesson Book - Primer Level, 2nd Edition | Beginner Piano Method Book for Kids and Adults | Sheet Music for Learning Notes Rhythm and C 5-Finger Patterns | Faber Piano Teaching Book","1616770759","Item Owner","Purchase"
"Dead Wake: The Last Crossing of the Lusitania","B00N6PD3GE","Item Owner","PublicLibraryLending"
"The Invisible History of the Human Race: How DNA and History Shape Our Identities and Our Futures","B00ISEP2BM","Item Owner","PublicLibraryLending"
"Future Crimes: Everything Is Connected, Everyone Is Vulnerable and What We Can Do About It","B00N6PCZMC","Item Owner","PublicLibraryLending"
"The Monuments Men: Allied Heroes, Nazi Thieves, and the Greatest Treasure Hunt in History","B002LHRLNE","Item Owner","PublicLibraryLending"
"The Power of Habit: Why We Do What We Do in Life and Business","B0055PGUYU","Item Owner","PublicLibraryLending"
"How to Cook Everything Fast: A Better Way to Cook Great Food (How to Cook Everything Series Book 6)","B00HK3EVK0","Item Owner","PublicLibraryLending"
"Understories","B007UPDCD0","Item Owner","PublicLibraryLending"
"Moon Wisconsin (Moon Handbooks)","B00IHGV8VO","Item Owner","PublicLibraryLending"
"Marketplace of the Marvelous: The Strange Origins of Modern Medicine","B00DXKG9RW","Item Owner","PublicLibraryLending"
"The Martian: A Novel","B00EMXBDMA","Item Owner","PublicLibraryLending"
"The Good Lord Bird (National Book Award Winner): A Novel","B00AEDDPU0","Item Owner","PublicLibraryLending"
"The Men Who United the States: America's Explorers, Inventors, Eccentrics and Mavericks, and the Creation of One Nation, Indivisible","B00BATEINA","Item Owner","PublicLibraryLending"
"Iggy Loomis, Superkid in Training","B007HU7NBU","Item Owner","PublicLibraryLending"
"On Such a Full Sea: A Novel","B00C5R722A","Item Owner","PublicLibraryLending"
"The Interestings: A Novel","B008U4HH54","Item Owner","PublicLibraryLending"
"The Fault in Our Stars","B005ZOBNOI","Item Owner","PublicLibraryLending"
"Mr. Peanut (Vintage Contemporaries)","B0036S4A1S","Item Owner","PublicLibraryLending"
"How to Get Filthy Rich in Rising Asia: A Novel","B008ON449S","Item Owner","PublicLibraryLending"
"Let Me Off at the Top!: My Classy Life and Other Musings","B00EIGS388","Item Owner","PublicLibraryLending"
"What Color Is Your Parachute? 2014: A Practical Manual for Job-Hunters and Career-Changers","B00BH0VU2E","Item Owner","PublicLibraryLending"
"Zealot: The Life and Times of Jesus of Nazareth","B00BRUQ7ZY","Item Owner","PublicLibraryLending"
"Everything Is Perfect When You're a Liar","B007HBLNII","Item Owner","PublicLibraryLending"
"Salt Sugar Fat: How the Food Giants Hooked Us","B00985E3UG","Item Owner","PublicLibraryLending"
"Double Cross: The True Story of the D-Day Spies","B0075WP9MK","Item Owner","PublicLibraryLending"
"God Is Not Great: How Religion Poisons Everything","B000QUCO4Y","Item Owner","PublicLibraryLending"
"The Teleportation Accident: A Novel","B009K5093O","Item Owner","PublicLibraryLending"
"The Dinner","B008ZPGDX0","Item Owner","PublicLibraryLending"
"Best Food Writing 2012","B0091LLAU8","Item Owner","PublicLibraryLending"
"No Country for Old Men (Vintage International)","B000WJSB4Q","Item Owner","PublicLibraryLending"
"A Game of Thrones (A Song of Ice and Fire, Book 1)","B000QCS8TW","Item Owner","PublicLibraryLending"
"Running the Rift: A Novel","B0061S3W28","Item Owner","PublicLibraryLending"
"The Golden Sayings of Epictetus","B0082ZJFCO","Not Interested","RC"
"The Age of Miracles: A Novel","B005SHPWQC","Item Owner","PublicLibraryLending"
"Meditations","B0082XJGRK","Not Interested","RC"
"1Q84 (Vintage International)","B004LROUW2","Item Owner","PublicLibraryLending"
"Vegan Sandwiches Save the Day!: Revolutionary New Takes on Everyone's Favorite Anytime Meal","B00968R5M8","Item Owner","PublicLibraryLending"
"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality","B0086MKQSU","Item Owner","PublicLibraryLending"
"Tell the Wolves I'm Home: A Novel","B005QPI9ZW","Item Owner","PublicLibraryLending"
"Dear Life: Stories (Vintage International)","B0084TWN9K","Item Owner","PublicLibraryLending"
"Ski-running","B0084C5DZ8","Not Interested","RC"
"Consider the Fork: A History of How We Cook and Eat","B00918JMYM","Item Owner","PublicLibraryLending"
"30 Easy Vegetarian Recipes For Weeknights – Unique Easy Vegetarian Meals (Quick and Easy Dinner Recipes – The Easy Weeknight Dinners Collection)","B009OWM3EG","Not Interested","RC"
"Eat & Run: My Unlikely Journey to Ultramarathon Greatness","B005OCHOZS","Item Owner","PublicLibraryLending"
"Zeitoun","B0036S4ALS","Item Owner","PublicLibraryLending"
"Quiet: The Power of Introverts in a World That Can't Stop Talking","B004J4WNL2","Item Owner","PublicLibraryLending"
"Wild: From Lost to Found on the Pacific Crest Trail (Oprah's Book Club 2.0)","B005IQZB14","Item Owner","PublicLibraryLending"
"Phantom: A Harry Hole Novel (9)","B007QPFGJW","Item Owner","PublicLibraryLending"
"Tiny Beautiful Things: Reese's Book Club: Advice from Dear Sugar","B005V2DUP4","Item Owner","PublicLibraryLending"
"The End of Money: Counterfeiters, Preachers, Techies, Dreamers--and the Coming Cashless Society","B006YTPR2W","Item Owner","PublicLibraryLending"
"A Hologram for the King","B008FZWLMW","Item Owner","PublicLibraryLending"
"Tubes: A Journey to the Center of the Internet","B006FOHWDI","Item Owner","PublicLibraryLending"
"Book Lust: Recommended Reading for Every Mood, Moment, and Reason","B003WUYEES","Item Owner","PublicLibraryLending"
"Why Can't Elephants Jump?: And 113 Other Tantalizing Science Questions Answered","B005LW2IMA","Item Owner","PublicLibraryLending"
"Not Available","B005LDBI6G","Not Interested","RC"
"Madison (WI): History of a Model City","B005H3LC0C","Item Owner","PublicLibraryLending"
"Headhunters (Vintage Crime/Black Lizard)","B005EGXRVE","Item Owner","PublicLibraryLending"
"Na Pule Kahiko: Ancient Hawaiian Prayers","0960793860","Item Owner","Purchase"
"Hi Herbal Medicine Kakuna Laau","0896103307","Item Owner","Purchase"
"Around the World in 80 Dinners","B0014Y09O8","Item Owner","PublicLibraryLending"
"The Night Night Book (Marianne Richmond)","B004Q9TXF4","Item Owner","PublicLibraryLending"
"This Side of Paradise","B000JQUXOS","Not Interested","RC"
"Backroads of Minnesota: Your Guide to Scenic Getaways & Adventures (A Pictorial Discovery Guide)","B004ZEK8KO","Item Owner","PublicLibraryLending"
"Knives at Dawn: America's Quest for Culinary Glory at the Legendary Bocuse d'Or Competition","1439153078","Item Owner","Purchase"
"What Do People Do All Day?","0394818237","Item Owner","Purchase"
"Richard Scarry's Busy, Busy Town","0307168034","Item Owner","Purchase"
"Richard Scarry's Best Storybook Ever (Giant Little Golden Book)","0307165485","Item Owner","Purchase"
"Saxons, Vikings, and Celts: The Genetic Roots of Britain and Ireland","0393330753","Not Interested","NI"
"The Embarrassment of Riches: An Interpretation of Dutch Culture in the Golden Age","0679781242","Not Interested","NI"
"Mothers of Invention: Women of the Slaveholding South in the American Civil War (The Fred W. Morrison Series in Southern Studies)","0807855731","Not Interested","NI"
"Wake Up: A Life of the Buddha","0670019577","Not Interested","NI"
"2009 Tulips Wall Calendar","3832728295","Not Interested","NI"
"Home: A Novel","0374299102","Not Interested","NI"
"Richard Scarry's The Great Pie Robbery and Other Mysteries","1402758235","Not Interested","NI"
"The Last Theorem","0345470214","Not Interested","NI"
"Richard Scarry's Great Big Schoolhouse","1402758200","Not Interested","NI"
"Indignation","054705484X","Not Interested","NI"
"Proust Was A Neuroscientist","0547085907","Not Interested","NI"
"How Fiction Works","0374173400","Not Interested","NI"
"Satan's Circus: Murder, Vice, Police Corruption, and New York's Trial of the Century","1400054729","Not Interested","NI"
"Brother, I'm Dying: National Book Award Finalist (Vintage Contemporaries)","1400034302","Not Interested","NI"
"Extraordinary Popular Delusions and the Madness of Crowds","1604594411","Not Interested","NI"
"Tulipmania: Money, Honor, and Knowledge in the Dutch Golden Age","0226301265","Not Interested","NI"
"Tree of Smoke","0312427743","Not Interested","LR"
"Where the Wild Things Are","0064431789","Item Owner","Purchase"
"Harold and the Purple Crayon (Purple Crayon Books)","0064430227","Item Owner","Purchase"
"What Do You Do with a Tail Like This?: A Caldecott Honor Award Winner (Caldecott Honor Book)","0618256288","Item Owner","Purchase"
"Your Pregnancy: A Week by Week Guide: What to expect at every stage, from conception to birth and post-natal care; Expert advice and guidance for a healthy, happy pregnancy and baby","1844764419","Not Interested","NI"
"The Canon: A Whirligig Tour of the Beautiful Basics of Science","0547053460","Not Interested","LR"
"A Walk in the Woods: Rediscovering America on the Appalachian Trail","0307279464","Not Interested","GR"
"Cliffs Notes on Kafka's The Metamorphosis & Other Stories","0822007002","Not Interested","NI"
"Oedipus the King, Oedipus at Colonus, and Antigone (Cliffs Notes)","0822007088","Not Interested","NI"
"In Defense of Food: An Eater's Manifesto","1594201455","Not Interested","GR"
"Alice Waters and Chez Panisse: The Romantic, Impractical, Often Eccentric, Ultimately Brilliant Making of a Food Revolution","0143113089","Not Interested","NI"
"What to Expect When the New Baby Comes Home (What to Expect Kids)","0694013277","Not Interested","NI"
"I'm a Big Sister","B0012F9VSO","Not Interested","NI"
"The Cheese Plate","0609604961","Item Owner","Purchase"
"Richard Scarry's Cars and Trucks and Things That Go","0307157857","Item Owner","Purchase"
"Let's Count (Bob the Builder)","0689846355","Not Interested","RC"
"Excuse Me: A Little Book of Manners (Lift-the-Flap Book)","0448425858","Item Owner","Purchase"
"I Am a Dump Truck","0439916178","Item Owner","Purchase"
"Richard Scarry's Please and Thank You Book (Pictureback)","0394826817","Item Owner","Purchase"
"Climbing the Mango Trees: A Memoir of a Childhood in India","1400078202","Not Interested","NI"
"The Life and Times of the Thunderbolt Kid: A Memoir","076791936X","Not Interested","NI"
"My Life in France","1400043468","Not Interested","NI"
"The Gift - A Runner's Story","1411669258","Not Interested","NI"
"The journals of William Fraser Tolmie,: Physician and fur trader","B0006BLPK2","Item Owner","Purchase"
"Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas","0743284887","Not Interested","NI"
"Marathon Woman: Running the Race to Revolutionize Women's Sports","0786719672","Not Interested","NI"
"Henry IV, Part 1 (Folger Shakespeare Library)","0743485041","Not Interested","NI"
"Sexual Perversity in Chicago and the Duck Variations: Two Plays (Mamet, David)","080215011X","Not Interested","NI"
"Runner's World The Runner's Diet: The Ultimate Eating Plan That Will Make Every Runner (and Walker) Leaner, Faster, and Fitter","1594862052","Not Interested","NI"
"The Runner's Book of Daily Inspiration : A Year of Motivation, Revelation, and Instruction","0809229625","Not Interested","NI"
"Women Who Run","1580051839","Not Interested","NI"
"Sole Sisters: Stories of Women and Running","0740757113","Not Interested","NI"
"What to Eat","0865477388","Not Interested","NI"
"The Complete Runner's Day-by-Day Log and Calendar 2007","1400063396","Not Interested","NI"
"Insatiable: Tales from a Life of Delicious Excess","0446695106","Not Interested","NI"
"Isaac Newton: The Last Sorcerer (British Commonwealth, United States, United Nations, 1993)","073820143X","Not Interested","NI"
"Superstud: Or How I Became a 24-Year-Old Virgin","1400051754","Not Interested","NI"
"Garlic and Sapphires: The Secret Life of a Critic in Disguise","0143036610","Not Interested","NI"
"The Extra Mile: One Woman's Personal Journey to UltraRunning Greatness","1594864152","Not Interested","NI"
"The Family of Women : Voices Across the Generations","0789203383","Not Interested","NI"
"Women in Mathematics (Mit Press)","0262650096","Not Interested","NI"
"The God Delusion","0618680004","Not Interested","LR"
"Duel in the Sun: Alberto Salazar, Dick Beardsley, and America's Greatest Marathon","1594862621","Not Interested","GR"
"Cheese: A Connoisseur's Guide to the World's Best","1400050340","Item Owner","Purchase"
"Counting Kisses","0689834705","Item Owner","Purchase"
"A Place of My Own: The Education of an Amateur Builder","0385319908","Not Interested","NI"
"I Feel Bad About My Neck: And Other Thoughts on Being a Woman","0307264556","Not Interested","NI"
"The Tulip: The Story of the Flower That Has Made Men Mad","1582340137","Not Interested","NI"
"Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem","0385493622","Not Interested","GR"
"The Omnivore's Dilemma: A Natural History of Four Meals","1594200823","Not Interested","GR"
"Heat: An Amateur's Adventures as Kitchen Slave, Line Cook, Pasta-Maker, and Apprentice to a Dante-Quoting Butcher in Tuscany","1400041201","Not Interested","GR"
"A Photographer's Life: 1990-2005","0375505091","Not Interested","NI"
"Kate: The Woman Who Was Hepburn","0805076255","Not Interested","NI"
"Queen of Fashion: What Marie Antoinette Wore to the Revolution","0805079491","Not Interested","NI"
"Setting the Table: The Transforming Power of Hospitality in Business","0060742755","Not Interested","NI"
"Zero: The Biography of a Dangerous Idea","0140296476","Not Interested","LR"
"Bowerman and the Men of Oregon (The Story of Oregon's Legendary Coach & Nikes Co-founder)","1594861900","Not Interested","GR"
"Camping Made Easy (Made Easy Series)","0762707496","Not Interested","NI"
"The Triathlete's Training Bible","1931382425","Not Interested","NI"
"The Force of Reason","0847827534","Not Interested","NI"
"Olivia Helps with Christmas","1416907866","Not Interested","NI"
"Olivia Forms a Band","141692454X","Not Interested","NI"
"The Complete New Yorker: Eighty Years of the Nation's Greatest Magazine (Book & 8 DVD-ROMs)","1400064740","Not Interested","NI"
"Food Court Druids, Cherohonkees and Other Creatures Unique to the Republic","0452285623","Not Interested","LR"
"The End of Poverty: Economic Possibilities for Our Time","1594200459","Not Interested","NI"
"Radio On: A Listener's Diary","0312183011","Not Interested","NI"
"Death's Acre: Inside the Legendary Forensic Lab, The Body Farm, Where the Dead Do Tell Tales (includes 16 pages of B&W photos)","0399151346","Not Interested","NI"
"Walls and Mirrors: Mexican Americans, Mexican Immigrants, and the Politics of Ethnicity","0520202198","Not Interested","NI"
"What the Corpse Revealed","0312975732","Not Interested","NI"
"Dead Men Do Tell Tales: The Strange and Fascinating Cases of a Forensic Anthropologist","0385479689","Not Interested","NI"
"Mix Tape: The Art of Cassette Culture","0789311992","Not Interested","NI"
"Chance: A Guide to Gambling, Love, the Stock Market, and Just About Everything Else","1568583168","Not Interested","NI"
"Brown Bear, Brown Bear, What Do You See?","0805047905","Not Interested","NI"
"A Werewolf Problem in Central Russia and Other Stories","0811215431","Not Interested","NI"
"Counting Kisses: A Kiss & Read Book","068985658X","Not Interested","NI"
"Here's Your Hat What's Your Hurry: Stories","0380730790","Not Interested","NI"
"How Do Dinosaurs Eat Their Food?","0439241022","Not Interested","NI"
"The Hipster Handbook","1400032016","Not Interested","NI"
"Pendulum : Leon Foucault and the Triumph of Science","B0009W8ARE","Not Interested","NI"
"Entanglement","0452284570","Not Interested","NI"
"The Mystery of the Aleph: Mathematics, the Kabbalah, and the Search for Infinity","0743422996","Not Interested","NI"
"God's Equation: Einstein, Relativity, and the Expanding Universe","0385334850","Not Interested","NI"
"Not Available","B000EGF0Q4","Not Interested","NI"
"Baseball Prospectus 2006: The BP Team of Experts on Baseball Talent","0761139958","Not Interested","NI"
"Next Man Up: A Year Behind the Lines in Today's NFL","0316009644","Not Interested","NI"
"Idiot: Beating ""The Curse"" and Enjoying the Game of Life","030723763X","Not Interested","NI"
"A Tale of Two Cities: The 2004 Yankees-Red Sox Rivalry And The War For The Pennant","1592287042","Not Interested","NI"
"Mind Game: How the Boston Red Sox Got Smart, Won a World Series, and Created a New Blueprint for Winning","0761140182","Not Interested","NI"
"Loose Balls","0671749218","Not Interested","NI"
"The Last Shot: City Streets, Basketball Dreams","0618446710","Not Interested","NI"
"The Created Self: Reinventing Body, Persona, Spirit","0393321215","Not Interested","NI"
"50,001 Best Baby Names","1402204981","Not Interested","NI"
"The Best Baby Name Book in the Whole Wide World","0671544632","Not Interested","NI"
"20,001 Names For Baby","0380762277","Not Interested","NI"
"The Pregnancy Bible: Your Complete Guide to Pregnancy and Early Parenthood","155297796X","Not Interested","NI"
"First Cut: A Season in the Human Anatomy Lab","031219546X","Not Interested","NI"
"The Baby Book: Everything You Need to Know About Your Baby from Birth to Age Two (Revised and Updated Edition)","0316778001","Not Interested","NI"
"From First Kicks to First Steps : Nurturing Your Baby's Development from Pregnancy Through the First Year of Life","0071427864","Not Interested","NI"
"Dream Big (Olivia)","0740758187","Not Interested","NI"
"Mesmerism and the End of the Enlightenment in France","0674569512","Not Interested","NI"
"The Pregnancy Book: Month-by-Month, Everything You Need to Know From America's Baby Experts","0316779148","Not Interested","NI"
"MAYO CLINIC GUIDE TO A HEALTHY PREGNANCY","0060746378","Not Interested","NI"
"What to Expect: Eating Well When You're Expecting","0761133267","Not Interested","NI"
"The Man Who Knew Too Much: Alan Turing and the Invention of the Computer (Great Discoveries)","0393052362","Not Interested","NI"
"The Principia : Mathematical Principles of Natural Philosophy","0520088174","Not Interested","NI"
"The Flight of the Iguana: A Sidelong View of Science and Nature","0684836262","Not Interested","NI"
"Infinity: The Quest to Think the Unthinkable","0786712856","Not Interested","NI"
"Encyclopedia Prehistorica Dinosaurs : The Definitive Pop-Up","0763622281","Not Interested","NI"
"Ghosts of Manila: The Fateful Blood Feud Between Muhammad Ali and Joe Frazier","0060954809","Not Interested","NI"
"A Million Little Pieces","0307276902","Not Interested","NI"
"The Dirt: Confessions of the World's Most Notorious Rock Band","0060989157","Not Interested","NI"
"Newton's Gift: How Sir Isaac Newton Unlocked the System of the World","0743217764","Not Interested","NI"
"The Education of a Coach","1401301541","Not Interested","NI"
"The Life of Isaac Newton (Canto original series)","0521477379","Not Interested","NI"
"Spook: Science Tackles the Afterlife","0393059626","Not Interested","NI"
"E=mc2: A Biography of the World's Most Famous Equation","0425181642","Not Interested","NI"
"Toes, Ears, & Nose! A Lift-the-Flap Book","0689847122","Not Interested","NI"
"How I Became a Pirate","0152018484","Not Interested","NI"
"The Riddle and the Knight: In Search of Sir John Mandeville, the World's Greatest Traveller","031242129X","Not Interested","NI"
"Knuffle Bunny: A Cautionary Tale","0786818700","Not Interested","NI"
"The Red Book: A Caldecott Honor Award Winner (Caldecott Honor Book)","0618428585","Not Interested","NI"
"Kitten's First Full Moon","0060588284","Not Interested","NI"
"Olivia . . . and the Missing Toy","0689852916","Not Interested","NI"
"Olivia Saves the Circus","068982954X","Not Interested","NI"
"Olivia","0689829531","Not Interested","NI"
"The Mind Has No Sex?: Women in the Origins of Modern Science","067457625X","Not Interested","NI"
"Prostitution and Victorian Society: Women, Class, and the State","0521270642","Not Interested","NI"
"The Undercover Economist: Exposing Why the Rich Are Rich, the Poor Are Poor--and Why You Can Never Buy a Decent Used Car!","0195189779","Not Interested","NI"
"Dead Reckoning: The New Science of Catching Killers","0684852713","Not Interested","NI"
"The Politically Incorrect Guide to Islam (and the Crusades)","0895260131","Not Interested","NI"
"What Just Happened: A Chronicle from the Information Frontier","0375713913","Not Interested","NI"
"Faster: The Acceleration of Just About Everything","067977548X","Not Interested","NI"
"Corpse: Nature, Forensics, And The Struggle To Pinpoint Time Of Death","0738207713","Not Interested","NI"
"Unnatural Death: Confessions of a Medical Examiner","0804105995","Not Interested","NI"
"The Potato: How the Humble Spud Rescued the Western World","0865475784","Not Interested","NI"
"Bananas: An American History","1560989661","Not Interested","NI"
"The True History of Chocolate","0500282293","Not Interested","NI"
"1776","0743226712","Not Interested","NI"
"Consider the Lobster: And Other Essays","0316156116","Not Interested","GR"
"The Great Gatsby: The Only Authorized Edition","0743273567","Not Interested","GR"
"Olivia's Opposites","0689850883","Item Owner","Purchase"
"Olivia Counts","0689850875","Item Owner","Purchase"
"Diary of a Spider","0060001534","Item Owner","Purchase"
"Diary of a Worm","006000150X","Item Owner","Purchase"
"Three Uses of the Knife: On the Nature and Purpose of Drama","037570423X","Not Interested","NI"
"I Am Charlotte Simmons: A Novel","0374281580","Not Interested","NI"
"Naked Lunch","0802132952","Not Interested","LR"
"The Planets","0670034460","Not Interested","NI"
"The Longitude Prize","0374346364","Not Interested","NI"
"The Measure of All Things: The Seven-Year Odyssey and Hidden Error That Transformed the World","0743216768","Not Interested","NI"
"The Pencil: A History of Design and Circumstance","0679734155","Not Interested","NI"
"The Pirate Coast: Thomas Jefferson, the First Marines, and the Secret Mission of 1805","1401300030","Not Interested","NI"
"The Great American Detox Diet: 8 Weeks to Weight Loss and Well-Being","1594862311","Not Interested","NI"
"Don't Eat This Book","0399152601","Not Interested","NI"
"The Everything Pregnancy Organizer (Everything)","1580623360","Not Interested","NI"
"The Girlfriends' Guide to Pregnancy: Or everything your doctor won't tell you","0671524313","Not Interested","NI"
"What to Expect Pregnancy Planner","0761127453","Not Interested","NI"
"Belly Laughs: The Naked Truth About Pregnancy And Childbirth","073820949X","Not Interested","NI"
"What to Expect When You're Expecting: What to Expect the First Year : Gift","0761134603","Not Interested","NI"
"The Pregnancy Journal; A Day-To-Day Guide to a Healthy and Happy Pregnancy","0811811565","Not Interested","NI"
"What to Expect the First Year, Second Edition","0761129588","Not Interested","NI"
"The Mother of all Pregnancy Books (Mother of All, 8)","0764565168","Not Interested","NI"
"What To Expect When Your Wife Is Expanding","0836280180","Not Interested","NI"
"Your Pregnancy Week By Week, 5th Edition (Your Pregnancy Series)","1555613462","Not Interested","NI"
"Annapurna, First Conquest of an 8000-Meter Peak: (26,493 Feet)","1558215492","Not Interested","NI"
"Under the Black Flag: The Romance and the Reality of Life Among the Pirates (Harvest Book)","0156005492","Not Interested","NI"
"God on the Starting Line: The Triumph of a Catholic School Running Team and Its Jewish Coach (Working Classics)","1891369539","Not Interested","NI"
"Between a Rock and a Hard Place","0743492811","Not Interested","NI"
"Annapurna: A Woman's Place","1578050227","Not Interested","NI"
"Ultramarathon Man: Confessions of an All-Night Runner","1585422789","Not Interested","LR"
"A General History of the Pyrates (Dover Maritime)","0486404889","Not Interested","NI"
"Taken for a Ride: How Daimler-Benz Drove Off With Chrysler","0060934484","Not Interested","NI"
"In the Wake of Madness: The Murderous Voyage of the Whaleship Sharon","1565123476","Not Interested","NI"
"The Mountain Meadows Massacre","0806123184","Not Interested","NI"
"Chicano! the History of the Mexican American Civil Rights Movement (Hispanic Civil Rights)","1558852018","Not Interested","NI"
"The Prince (Bantam Classics)","0553212788","Not Interested","NI"
"Becoming Mexican American: Ethnicity, Culture, and Identity in Chicano Los Angeles, 1900-1945","0195096487","Not Interested","NI"
"Brave New World & Brave New World Revisited","0060901012","Not Interested","NI"
"From Out of the Shadows: Mexican Women in Twentieth-Century America","0195130995","Not Interested","NI"
"Albion's Seed: Four British Folkways in America (America: a cultural history) (VOLUME I)","0195069056","Not Interested","NI"
"Thirteen Days: A Memoir of the Cuban Missile Crisis","0393318346","Not Interested","NI"
"Zen and the Art of Motorcycle Maintenance: An Inquiry into Values","0060958324","Not Interested","NI"
"The World Is Flat: A Brief History of the Twenty-first Century","0374292884","Not Interested","NI"
"One Good Turn: A Natural History of the Screwdriver and the Screw","0684867303","Not Interested","NI"
"My Boys Can Swim!: The Official Guy's Guide to Pregnancy","0761521674","Not Interested","NI"
"The Expectant Father: Facts, Tips and Advice for Dads-to-Be, Second Edition","0789205386","Not Interested","NI"
"Crossworld: One Man's Journey into America's Crossword Obsession","076791757X","Not Interested","NI"
"American Crown: The Misadventures of Prince Johnny Washington-Bourbon","0595670830","Not Interested","NI"
"Lolita","0739322060","Not Interested","NI"
"YOU: The Owner's Manual","0060765313","Not Interested","NI"
"The Official Scrabble Players Dictionary","0877799296","Not Interested","NI"
"Everything Bad Is Good for You: How Today's Popular Culture Is Actually Making Us Smarter","1573223077","Not Interested","LR"
"What to Expect When You're Expecting Pregnancy Organizer","1563058723","Item Owner","Purchase"
"What to Expect When You're Expecting","0761121323","Item Owner","Purchase"
"Daniels' Running Formula - 2nd Edition","0736054928","Item Owner","Purchase"
"Nathaniel's Nutmeg (Turtleback School & Library Binding Edition)","0613365445","Not Interested","NI"
"Ordinary Men: Reserve Police Battalion 101 and the Final Solution in Poland","0060995068","Not Interested","NI"
"The Last Place on Earth: Scott and Amundsen's Race to the South Pole, Revised and Updated (Modern Library Exploration)","0375754741","Not Interested","NI"
"When Victims Become Killers: Colonialism, Nativism, and the Genocide in Rwanda","0691102805","Not Interested","NI"
"The Graves Are Not Yet Full: Race, Tribe and Power in the Heart of America","0465006426","Not Interested","NI"
"The Troubled Heart of Africa: A History of the Congo","0312304862","Not Interested","NI"
"In the Footsteps of Mr. Kurtz: Living on the Brink of Disaster in Mobutu's Congo","0060934433","Not Interested","NI"
"Songs of the Doomed: More Notes on the Death of the American Dream","0743240995","Not Interested","NI"
"Skeletons on the Zahara: A True Story of Survival","0316835145","Not Interested","NI"
"One Man's Wilderness: An Alaskan Odyssey","0882405136","Not Interested","NI"
"The Lavender Scare: The Cold War Persecution of Gays and Lesbians in the Federal Government","0226404811","Not Interested","NI"
"A Continent for the Taking: The Tragedy and Hope of Africa","0375414614","Not Interested","NI"
"Everything Scrabble","0671042181","Not Interested","NI"
"The Official Scrabble Page-A-Day Calendar 2005","0761133836","Not Interested","NI"
"The Official Scrabble Puzzle Book","0671569007","Not Interested","NI"
"Three Novels: Molloy, Malone Dies, The Unnamable (Beckett, Samuel)","0802150918","Not Interested","NI"
"Meditations in Green","0375712933","Not Interested","NI"
