"Product Name","ASIN","Resource Type","Our Price","Ownership Type","Relationship Status","Sortable Title","Sortable Author Name","Series Author","Series Title","Relation Type","Position In Collection","Ordered","Marketplace","Relationship Creation Date","Created At","Deleted By Customer"
"Blitzed: Drugs in the Third Reich","B01IAS9G94","ITEM","2 USD","Not Interested","Not Available","Blitzed Drugs in the Third Reich","Ohler, Norman","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"FEAR & LOATHING IN LAS VEGAS : SAVAGE JOURNEY TO HEART OF AMER DREAM","B01BITNA5S","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Before the Fall","B0196KVVGQ","ITEM","Not Available","Not Interested","Not Available","Before the Fall","Hawley, Noah","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The Stranger by Albert Camus (1989) Paperback","B01181UBSU","ITEM","13 USD","Not Interested","Not Available","Stranger by Albert Camus 1989 Paperback, The","Camus","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"When Breath Becomes Air: Pulitzer Prize Finalist","B00XSSYR50","ITEM","13 USD","Not Interested","Not Available","When Breath Becomes Air Pulitzer Prize Finalist","Kalanithi, Paul","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Not Available","B00L0F018U","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"When Runnning Was Young and So Were We: collected works of a sportswriter from the golden age of American running","B00JX5EWFC","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Bark: Stories (Vintage Contemporaries)","B00F1W0DWC","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Trouble Boys: The True Story of the Replacements","B00B3M3VMI","ITEM","13 USD","Not Interested","Not Available","Trouble Boys The True Story of the Replacements","Mehr, Bob","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The Iliad By Homer Fagles Robert Knox Bernard MacGregor Walker","B00A2KEJ5A","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Worth Dying For: A Jack Reacher Novel","B009IJ0GSA","ITEM","Not Available","Not Interested","Not Available","Worth Dying For A Jack Reacher Novel","Child, Lee","Child, Lee B0775W2V36","Jack Reacher B0775W2V36","PRIMARY",15,"Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Deep Down (A Jack Reacher short story) (Jack Reacher Short Stories Book 3)","B008DVVLYW","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The Enemy - 1st Edition/1st Printing","B007H8WG7S","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Nickel and Dimed","B0075OQY3Q","ITEM","4 USD","Not Interested","Not Available","Nickel and Dimed","Ehrenreich, Barbara","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Othello (Folger Shakespeare Library)","B006U1QW78","ITEM","7 USD","Not Interested","Not Available","Othello Folger Shakespeare Library","Shakespeare, William","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The Sun Also Rises","B005PYJ9S0","ITEM","Not Available","Not Interested","Not Available","Sun Also Rises, The","Hemingway, Ernest","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Why We Run: A Natural History","B001O7ESCE","ITEM","2 USD","Not Interested","Not Available","Why We Run A Natural History","Heinrich, Bernd","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Vineland","3499136287","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Hell's Angels","222109073X","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Not Available","1940056551","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"How Bad Do You Want It?: Mastering the Psychology of Mind over Muscle","1937715418","ITEM","14 USD","Not Interested","Not Available","How Bad Do You Want It Mastering the Psychology of Mind over Muscle","Fitzgerald, Matt","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Poverty Creek Journal (Tupelo Press's Life in Art)","193679750X","ITEM","12 USD","Not Interested","Not Available","Poverty Creek Journal Tupelo Press's Life in Art","Gardner, Thomas","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"A Hologram for the King","193636574X","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Heart of Darkness (Green Integer)","1892295490","ITEM","4 USD","Not Interested","Not Available","Heart of Darkness Green Integer","Conrad, Joseph","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Again to Carthage","1891369776","ITEM","12 USD","Not Interested","Not Available","Again to Carthage","Parker, John L Jr","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Plato: Crito (Greek Texts)","1853994693","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The Trip to Echo Spring: Why Writers Drink","1847677940","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The Corrections","1841156736","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Cherry","178733094X","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Ghost Wall","1783784458","ITEM","4 USD","Not Interested","Not Available","Ghost Wall","Moss, Sarah","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Ego is the Enemy: The Fight to Master Our Greatest Opponent","1781257027","ITEM","20 USD","Not Interested","Not Available","Ego is the Enemy The Fight to Master Our Greatest Opponent","Holiday, Ryan","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The Way of the Runner: A Journey into the Fabled World of Japanese Running","1681771217","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Running the Dream: One Summer Living, Training, and Racing with a Team of World-Class Runners Half My Age","164313762X","ITEM","14 USD","Not Interested","Not Available","Running the Dream One Summer Living Training and Racing with a Team of World Class Runners Half My Age","Fitzgerald, Matt","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The Rise of the Ultra Runners: A Journey to the Edge of Human Endurance","1643131354","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The Passion Paradox: A Guide to Going All In, Finding Success, and Discovering the Benefits of an Unbalanced Life","1635653436","ITEM","16 USD","Not Interested","Not Available","Passion Paradox A Guide to Going All In Finding Success and Discovering the Benefits of an Unbalanced Life, The","Stulberg, Brad","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Milk!: A 10,000-Year Food Fracas","1632863820","ITEM","5 USD","Not Interested","Not Available","Milk A 10000 Year Food Fracas","Kurlansky, Mark","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"American Fire: Love, Arson, and Life in a Vanishing Land","1631490516","ITEM","11 USD","Not Interested","Not Available","American Fire Love Arson and Life in a Vanishing Land","Hesse, Monica","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The North Water: A Novel","1627795944","ITEM","15 USD","Not Interested","Not Available","North Water A Novel, The","McGuire, Ian","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Hunter's Moon: A Novel in Stories","162779476X","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Runner's World Train Smart, Run Forever: How to Become a Fit and Healthy Lifelong Runner by Following The Innovative 7-Hour Workout Week","1623367468","ITEM","20 USD","Not Interested","Not Available","Runner's World Train Smart Run Forever How to Become a Fit and Healthy Lifelong Runner by Following The Innovative 7 Hour Workout Week","Pierce, Bill","Lundgren, Chris B08Q36YPPX","Runner's World B08Q36YPPX","PRIMARY",33,"Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"My Marathon: Reflections on a Gold Medal Life","1623367247","ITEM","10 USD","Not Interested","Not Available","My Marathon Reflections on a Gold Medal Life","Shorter, Frank","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Chasing the Scream: The First and Last Days of the War on Drugs","1620408902","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Running Is My Therapy: Relieve Stress and Anxiety, Fight Depression, Ditch Bad Habits, and Live Happier","1615194444","ITEM","2 USD","Not Interested","Not Available","Running Is My Therapy Relieve Stress and Anxiety Fight Depression Ditch Bad Habits and Live Happier","Douglas, Scott","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The Messiah Method: The Seven Disciplines of the Winningest College Soccer Program in America","1613790252","ITEM","14 USD","Not Interested","Not Available","Messiah Method The Seven Disciplines of the Winningest College Soccer Program in America, The","Zigarelli, Michael A","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Pedestrianism: When Watching People Walk Was America's Favorite Spectator Sport","1613743971","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Against Football: One Fan's Reluctant Manifesto","161219415X","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"I Swear I'll Make It Up to You: A Life on the Low Road","1610395581","ITEM","7 USD","Not Interested","Not Available","I Swear I'll Make It Up to You A Life on the Low Road","Shubaly, Mishka","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Fates and Furies: A Novel","1594634475","ITEM","12 USD","Not Interested","Not Available","Fates and Furies A Novel","Groff, Lauren","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The Girl on the Train","1594633665","ITEM","12 USD","Not Interested","Not Available","Girl on the Train, The","Hawkins, Paula","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The Kite Runner","159463193X","ITEM","11 USD","Not Interested","Not Available","Kite Runner, The","Hosseini, Khaled","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The Brief Wondrous Life of Oscar Wao (Pulitzer Prize Winner)","1594489580","ITEM","15 USD","Not Interested","Not Available","Brief Wondrous Life of Oscar Wao Pulitzer Prize Winner, The","Díaz, Junot","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"How Not to Be Wrong: The Power of Mathematical Thinking","1594205221","ITEM","23 USD","Not Interested","Not Available","How Not to Be Wrong The Power of Mathematical Thinking","Ellenberg, Jordan","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The Poison Squad: One Chemist's Single-Minded Crusade for Food Safety at the Turn of the Twentieth Century","1594205140","ITEM","15 USD","Not Interested","Not Available","Poison Squad One Chemist's Single Minded Crusade for Food Safety at the Turn of the Twentieth Century, The","Blum, Deborah","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Redeployment","1594204993","ITEM","14 USD","Not Interested","Not Available","Redeployment","Klay, Phil","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation","1592402038","ITEM","10 USD","Not Interested","Not Available","Eats Shoots Leaves The Zero Tolerance Approach to Punctuation","Truss, Lynne","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The Sports Gene: Inside the Science of Extraordinary Athletic Performance","1591845114","ITEM","17 USD","Not Interested","Not Available","Sports Gene Inside the Science of Extraordinary Athletic Performance, The","Epstein, David","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Comfortable with Uncertainty: 108 Teachings on Cultivating Fearlessness and Compassion","1590300785","ITEM","7 USD","Not Interested","Not Available","Comfortable with Uncertainty 108 Teachings on Cultivating Fearlessness and Compassion","Chödrön, Pema","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Running with the Buffaloes: A Season Inside with Mark Wetmore, Adam Goucher, and the University of Colorado Men's Cross-Country Team","1585748048","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Ultramarathon Man: Confessions of an All-Night Runner","1585424803","ITEM","5 USD","Not Interested","Not Available","Ultramarathon Man Confessions of an All Night Runner","Karnazes, Dean","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Oedipus Rex: Literary Touchstone Edition","1580495931","ITEM","7 USD","Not Interested","Not Available","Oedipus Rex Literary Touchstone Edition","Sophocles","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Today We Die a Little!: The Inimitable Emil Zátopek, the Greatest Olympic Runner of All Time","1568585497","ITEM","35 USD","Not Interested","Not Available","Today We Die a Little The Inimitable Emil Zátopek the Greatest Olympic Runner of All Time","Askwith, Richard","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Stephen Florida","1566894646","ITEM","13 USD","Not Interested","Not Available","Stephen Florida","Habash, Gabe","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Water for Elephants: A Novel","1565125606","ITEM","10 USD","Not Interested","Not Available","Water for Elephants A Novel","Gruen, Sara","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Wittgenstein's Mistress","1564782115","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"A Christmas Carol (Great Stories)","1561797464","ITEM","4 USD","Not Interested","Not Available","Christmas Carol Great Stories, A","Dickens, Charles","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The Yellow Wall-Paper","1558611584","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Royal City Volume 1: Next of Kin","153430262X","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The Adventures of Alexander Von Humboldt (Pantheon Graphic Library)","1524747378","ITEM","19 USD","Not Interested","Not Available","Adventures of Alexander Von Humboldt Pantheon Graphic Library, The","Wulf, Andrea","Corman, Leela B0B76V3GZY","Pantheon Graphic Library B0B76V3GZY","PRIMARY",41,"Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"All The Answers","1501166433","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"One of the Boys: A Novel","1501156160","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Mrs. Fletcher: A Novel","1501144022","ITEM","11 USD","Not Interested","Not Available","Mrs Fletcher A Novel","Perrotta, Tom","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Zero K: A Novel","1501135392","ITEM","22 USD","Not Interested","Not Available","Zero K A Novel","DeLillo, Don","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Heartland: A Memoir of Working Hard and Being Broke in the Richest Country on Earth","1501133098","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Loner: A Novel","1501107895","ITEM","10 USD","Not Interested","Not Available","Loner A Novel","Wayne, Teddy","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The Happy Runner: Love the Process, Get Faster, Run Longer","1492567647","ITEM","20 USD","Not Interested","Not Available","Happy Runner Love the Process Get Faster Run Longer, The","Roche, David","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Roughneck","1476773998","ITEM","21 USD","Not Interested","Not Available","Roughneck","Lemire, Jeff","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Racing the Rain: A Novel","1476769869","ITEM","16 USD","Not Interested","Not Available","Racing the Rain A Novel","Parker Jr , John L","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The Mars Room: A Novel","1476756554","ITEM","16 USD","Not Interested","Not Available","Mars Room A Novel, The","Kushner, Rachel","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The Dorito Effect: The Surprising New Truth About Food and Flavor","1476724210","ITEM","25 USD","Not Interested","Not Available","Dorito Effect The Surprising New Truth About Food and Flavor, The","Schatzker, Mark","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The Children's Crusade: A Novel","1476710457","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Goodbye, Vitamin","1471159485","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Two Hours: The Quest to Run the Impossible Marathon","145168584X","ITEM","16 USD","Not Interested","Not Available","Two Hours The Quest to Run the Impossible Marathon","Caesar, Ed","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Faster Road Racing: 5K to Half Marathon","1450470459","ITEM","20 USD","Not Interested","Not Available","Faster Road Racing 5K to Half Marathon","Pfitzinger, Pete","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Point Omega: A Novel","1439169950","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Enter Night: Metallica: The Biography","1409112950","ITEM","9 USD","Not Interested","Not Available","Enter Night Metallica The Biography","Wall, Mick","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Salt Sugar Fat: How the Food Giants Hooked Us","1400069807","ITEM","15 USD","Not Interested","Not Available","Salt Sugar Fat How the Food Giants Hooked Us","Moss, Michael","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The Power of Habit: Why We Do What We Do in Life and Business","1400069289","ITEM","15 USD","Not Interested","Not Available","Power of Habit Why We Do What We Do in Life and Business, The","Duhigg, Charles","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Blood, Bones & Butter: The Inadvertent Education of a Reluctant Chef","140006872X","ITEM","14 USD","Not Interested","Not Available","Blood Bones Butter The Inadvertent Education of a Reluctant Chef","Hamilton, Gabrielle","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity","1400067553","ITEM","12 USD","Not Interested","Not Available","Behind the Beautiful Forevers Life Death and Hope in a Mumbai Undercity","Boo, Katherine","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The Thousand Autumns of Jacob De Zoet, A Novel","1400065453","ITEM","20 USD","Not Interested","Not Available","Thousand Autumns of Jacob De Zoet A Novel, The","Mitchell, David","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The Immortal Life of Henrietta Lacks","1400052173","ITEM","12 USD","Not Interested","Not Available","Immortal Life of Henrietta Lacks, The","Skloot, Rebecca","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Beloved: Pulitzer Prize Winner","1400033411","ITEM","9 USD","Not Interested","Not Available","Beloved Pulitzer Prize Winner","Morrison, Toni","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"The Secret History","1400031702","ITEM","10 USD","Not Interested","Not Available","Secret History, The","Tartt, Donna","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"African Samurai: The True Story of Yasuke, a Legendary Black Warrior in Feudal Japan","1335007784","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Maybe You Should Talk To Someone: A Therapist, HER Therapist, and Our Lives Revealed","1328662055","ITEM","16 USD","Not Interested","Not Available","Maybe You Should Talk To Someone A Therapist HER Therapist and Our Lives Revealed","Gottlieb, Lori","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Fire and Fury: Inside the Trump White House","1250158060","ITEM","6 USD","Not Interested","Not Available","Fire and Fury Inside the Trump White House","Wolff, Michael","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
"Northmen: The Viking Saga, AD 793-1241","1250106141","ITEM","25 USD","Not Interested","Not Available","Northmen The Viking Saga AD 793 1241","Haywood, John","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2021-07-24T00:00:00Z","2021-07-24T00:00:00Z","Not Available"
